债券代码,发行人,是否违约,违约、展期日期,是否有担保,企业性质,是否上市公司,所属行业（Wind),主营业务收入（百万元）,毛利率,净利率,ROE,ROA,主营业务比率,ROIC,EBITDA/营业总收入,经营活动净收益/利润总额,销售商品提供劳务收到的现金/营业收入,经营活动产生的现金流量净额/营业收入,净利润现金含量,资产负债率,长期资本负债率,流动资产/总资产,流动负债/负债合计,流动比率,速动比率,现金比率,现金到期债务比,现金流量利息保障倍数,息税折旧摊销前利润/负债,经营活动产生的现金流量净额/带息债务,经营活动产生的现金流量净额/净债务,非筹资性现金净流量与负债总额的比率,已获利息倍数(EBIT/利息费用),长期债务与营运资金比率,长期负债占比,EBITDA/带息债务,EBITDA/利息费用,货币资金/短期债务,营业周期,存货周转率,应收账款周转率,应付账款周转率,现金周转率,营业利润(同比增长率),营业收入(同比增长率),净资产(同比增长率),总负债(同比增长率),现金净流量(同比增长率),货币资金增长率,Z值,审计意见类别,大股东持股比例,实际控制人属性,估价收益率(%)(中债),估价凸性(中债),最新未使用授信额度,对外担保余额,所属省市,注册资本,有息负债,短期借款,长期借款,应付债券,取得借款流入的现金,一年内到期的非流动负债
102281862.IB,中国盐业集团有限公司,0,2022/8/22,0,中央国有企业,0,基础化工,31012.30277,25.0957,5.3957,8.6952,6.0639,98.88944626,1.5059,17.9397407,89.7499,83.55,17.28,878.8789191,65.5247,61.25699794,32.3708,68.8479,0.7176,0.5748,0.305741461,33.3570816,5.195026373,0.1576,0.244497139,0.3308,7.368214579,3.4785,0,24.77328827,0.253833072,6.123578269,0.35583719,58.936,7.996,25.8741,6.239415893,638.1091868,93.0182,23.1947,17.28446205,7.257614773,112.1549431,0.004227458,0.927294843,标准无保留意见,90,国资委,0,0,62.54,10000,北京市,43,219.2381194,9048.102495,3903.634977,3386.936067,172.3108377,49.17169431
102281849.IB,大唐河南发电有限公司,0,2022/8/22,0,中央国有企业,0,电力,12361.7322,-12.9293,-22.4034,-27.7303,-5.5733,102.3901666,-6.4729,-0.217788018,0,113.56,19.05,-135.6603287,82.5813,72.19601743,23.0929,53.2518,0.5251,0.4713,0.168577699,27.16927661,2.901415613,-0.0009,0.114633232,0.1318,1.36103386,-2.4068,0,45.62101056,-0.001310827,-0.033469365,0.308112827,87.6409,20.8197,5.1173,3.775533984,715.801927,-826.1209,18.0015,-25.23829705,22.3555251,1273.494414,236.9915705,0.039900623,标准无保留意见,100,国资委,0,0,137.14,112740.64,郑州市,21,205.3845675,4571.889993,11392.77873,513.9061042,114.3891717,37.75887394
102281863.IB,中兵投资管理有限责任公司,0,2022/8/22,0,中央国有企业,0,多领域控股,747.1921846,98.9622,154.215,13.2053,6.6363,61.79169765,3.9472,246.2581582,1.0228,10.08,8.15,6.19821518,58.1924,50.59288971,15.0415,45.42,0.5691,0.5691,0.233796686,1.168323837,0.109850121,0.1178,0.004455537,0.0047,8.998485415,3.374,0,54.39107822,0.134616207,3.383402631,0.155658746,0,0,0,0,66.67931235,-9.7935,-49.4122,36.10111839,-17.05541708,-183.2771694,-43.24868198,0.871770787,标准无保留意见,100,国资委,0,0,107.6,0,北京市,10,136.6864924,3699.6411,6177.163336,2269.299012,111.8903831,15.13055257
012282914.IB,江苏省农垦集团有限公司,0,2022/8/22,0,地方国有企业,0,综合类行业,18214.67344,24.6027,16.6518,13.8898,9.7435,117.9198468,9.3963,23.43132807,62.5793,107.36,6.77,46.45886025,43.534,18.54992844,58.527,73.7558,1.8228,0.7444,0.551397168,60.39592544,6.703515244,0.2395,0.239785749,0.5017,-6.721842153,27.7444,0.4325,18.61273791,0.829631478,32.30934778,1.315008103,360.4849,1.0293,33.5427,8.930366861,582.1080854,20.9234,26.2601,16.03031382,26.90598183,-1041.933759,-26.11909456,2.297088161,标准无保留意见,100,地方国资委,0,0,51.4415,0,南京市,33,51.44380373,1811.530968,1000.855438,1536.343596,23.20735848,1.389539452
102281870.IB,邢台路桥建设集团有限公司,0,2022/8/22,1,地方国有企业,0,建筑与工程,6512.771382,18.918,4.6203,3.4307,3.5318,71.16000209,1.2069,18.94077769,84.6931,88.69,14.21,303.6522558,62.3146,57.48263342,73.1396,24.317,4.8267,3.2786,0.781415516,48.30553305,1.360727437,0.0696,0.063666033,0.0828,-8.715486089,1.8967,0.8133,75.44095958,0.08486566,2.602425257,1.754921892,691.6293,0.6165,3.343,8.822844619,262.142359,1.6662,49.3852,11.46118807,27.37890372,401.1896531,45.67189216,1.425817556,标准无保留意见,100,地方国资委,0,0,86.598768,51199.67,邢台市,42.54176,145.3555598,900,11436.78752,1442.211466,66.25115996,7.565569946
012282911.IB,保利久联控股集团有限责任公司,0,2022/8/22,0,中央国有企业,0,基础化工,6710.409433,22.9507,1.0793,-1.5234,1.9963,92.35634631,-0.3094,10.59658138,67.0722,89.76,-0.6,104.7354131,69.3203,56.05856793,66.4627,75.9977,1.2616,1.1883,0.217775669,-0.862540977,-0.127130379,0.053,-0.006198479,-0.009,-1.954985725,1.634,1.2074,18.75217761,0.109326207,3.074445183,0.428847311,418.416,4.7852,1.049,1.631226987,400.0144601,-33.9395,0.9332,-1.215700834,2.818639838,98.54237612,6.151221069,0.835326863,标准无保留意见,51,国资委,0,0,28.522661,0,贵阳市,2.9318,65.04149497,2805.77377,1913.273948,598.72,47.40281437,11.47176699
102281853.IB,湖州市交通投资集团有限公司,0,2022/8/22,0,地方国有企业,0,公路运输,8097.979603,7.3512,1.6244,0.1602,1.919,103.96726,0.0681,23.62544365,-260.965,107.53,-6.63,-1292.591053,55.6925,54.79864266,40.4886,20.6141,3.5267,1.9708,1.087779433,-11.38309965,-0.441901885,0.0467,-0.018932777,-0.0262,-15.19409059,1.2855,1.5241,78.55315985,0.067484734,1.863712531,1.66272766,703.7387,0.5401,9.6786,5.84885536,117.2090888,82.2139,21.5534,7.328272247,22.11902812,-2.16549244,30.06386139,1.012083029,标准无保留意见,90,地方国资委,0,0,128.91,15500,湖州市,50,283.4987267,1489.471603,15012.40849,8970.322884,115.7431048,28.76480912
012282912.IB,乐山国有资产投资运营(集团)有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,5122.573496,18.1839,7.1354,1.1166,1.9028,96.96207678,0.4449,49.82267154,-337.5818,84.73,11.92,175.020812,63.9327,58.97247962,39.5222,31.9572,1.9344,1.0951,0.248868497,6.62719234,0.415507226,0.0382,0.014985246,0.0172,-5.613311556,1.2861,2.2786,57.75920209,0.062659767,1.767300873,0.574974454,1600.473,0.254,1.9656,1.759935696,106.9155636,45.2675,26.1848,1.721175507,23.83029323,21.19512161,11.69437047,0.697609364,标准无保留意见,90,地方国资委,0,0,78.677208,399399.89,乐山市,60,407.311275,4070.467925,22921.72496,8771.648454,155.2842725,49.09555472
012282917.IB,浙江长兴经开建设开发有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,1341.074985,6.3316,9.6112,0.6157,0.4941,99.92562355,0.3356,21.52581472,-79.8086,94.94,-102.55,-1347.737706,51.2069,39.06708675,73.954,43.8921,3.2904,1.5656,0.19998154,-28.11633452,-20.46191655,0.015,-0.113741471,-0.1322,-6.504685246,3.2863,0.5581,48.440399,0.02387499,5.143016984,0.344970944,4219.1318,0.0854,97.9563,11.26083496,200.4794106,4.6736,-15.2916,3.068688692,-0.583107754,56.62848884,68.34273456,1.290713198,标准无保留意见,70,地方政府,0,0,3.112,761677.88,湖州市,10,120.9120134,684.9918794,2515.527778,5124.313959,93.3551,37.66367722
102281856.IB,宁波市镇海投资有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,4074.930812,7.1045,1.7411,0.6004,0.5637,80.5633075,0.2441,9.137930935,-22.0268,94.26,34.94,2220.925542,67.7206,50.40569175,32.4582,54.3281,0.8822,0.7053,0.221899014,27.74874366,12.51227499,0.0151,0.098091511,0.1226,1.461721486,2.1096,0,45.27155065,0.025656064,3.892836107,0.565419982,421.2817,1.3949,2.2059,20.65615722,148.6696561,27.3966,82.3457,7.756296284,1.580416112,179.0807722,11.58518258,0.409754781,标准无保留意见,90,地方国资委,0,0,22.6318,577919.5,宁波市,7,145.1369785,1551.623938,6751.502991,2788.716833,65.99265523,34.20653759
012282915.IB,成都建工集团有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,93041.27057,6.7305,1.455,9.0683,2.4717,103.2514394,3.7529,2.740373752,103.6734,79.41,-3.09,-216.6170137,86.0482,40.47962954,86.3348,89.2759,1.1239,1.1049,0.147072961,-20.24041082,-3.49124934,0.0271,-0.142841072,-0.299,-4.282239624,3.6784,0.9699,9.049064375,0.126653431,3.883369024,0.739988746,247.6606,2.0504,4.9941,1.847454635,1025.71412,18.2728,54.2471,6.967576725,31.6446758,315.4197509,26.22442099,1.165677703,标准无保留意见,73.41000366,地方国资委,0,0,297.3554,0,成都市,54.49079632,201.3114486,10035.21713,6744.715459,1610.35,162.2071632,16.75266157
102281859.IB,京投发展股份有限公司,0,2022/8/22,1,地方国有企业,1,房地产开发,6765.910303,21.2862,4.9186,4.2311,1.4385,101.6789081,1.1798,10.82134705,65.1892,178.03,111.42,2294.001646,76.1564,63.49566565,77.8387,55.3807,1.8456,0.3643,0.249737415,399.3280764,15.96870486,0.0205,0.451583808,0.6408,25.31961455,21.4571,0.9528,41.79755321,0.043858472,22.60859744,2.611365924,2081.3723,0.1733,88.8945,1.581266844,137.7845992,-53.1123,-23.6734,43.08242802,-13.90144066,-98.62237617,0.789717528,0.741352921,标准无保留意见,38,地方国资委,0,0,43.65,138000,宁波市,7.40777597,166.9375615,0,11302.27201,3490.278161,102.3720802,18.87828686
012282916.IB,杭州热联集团股份有限公司,0,2022/8/22,0,地方国有企业,0,综合类行业,174902.6687,1.8993,1.6732,29.124,11.5617,98.9291272,7.273,2.326297654,-3.1246,108.8,-0.65,-73.54767248,80.6041,18.22046336,88.5094,95.9304,1.1447,0.8636,0.239897932,-7.468677242,-1.709529305,0.1281,-0.083674201,-0.1741,-8.880870033,7.1668,0.2933,2.252795463,0.300297427,7.317402271,0.463588322,26.7202,18.6671,48.4205,67.30638372,5071.294356,247.6447,19.5913,28.38610185,32.61886379,-103.3211337,20.53409994,5.111256106,标准无保留意见,50,地方国资委,0,0,200.107745,0,杭州市,33.87453431,135.4908938,12680.64662,715.7521223,0,614.4598197,0.509196308
133293.SZ,新疆国恒投资发展集团有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,1868.679347,12.05,6.5653,1.2682,1.4735,95.6750287,0.9584,15.42678429,-11.0349,104.17,34.45,583.1856565,37.5964,13.7641697,85.2061,73.7692,3.0722,1.048,0.179475864,40.08808248,5.334109744,0.0538,0.245432506,0.3362,14.55957339,3.0804,0.1716,22.0677268,0.109901628,4.254190873,0.441003948,1970.15,0.2016,1.9519,2.107873215,481.7734995,8.9393,70.7939,2.397879581,-0.668667873,290.3304232,188.5573675,2.029353865,标准无保留意见,65.2562027,地方国资委,0,0,24.2,336742.57,五家渠市,4.301074,26.23046961,1430,299.2,877.9308176,17.2594,0.159161432
072210134.IB,兴业证券股份有限公司,0,2022/8/22,0,地方国有企业,1,投资银行业与经纪业,18972.16875,0,30.8632,12.0187,0,100.5839794,0,0,7.6553,0,80.15,320.5962992,79.1434,0,0,0,2.2,2.2,0,3508.172567,0,0,0.212800469,0,8.291729945,0,0,30.72596069,0,0,27.61447179,0,0,0,0,30.30293156,24.3291,7.921,9.144147909,22.77259269,1008.836775,36.64818654,0,标准无保留意见,20.27000046,地方政府,0,0,1299,208300,福州市,86.35987294,714.5711688,433.4481186,0,52881.79509,377.9397367,0
032280716.IB,连云港市城建控股集团有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,6749.300157,20.2087,10.4497,2.7297,1.0878,100.0098153,0.8003,18.7780688,58.6505,82.05,11.85,121.8343296,72.0815,64.53660594,77.7928,43.9478,2.4557,1.4511,0.525560118,3.650830318,8.280759443,0.0164,0.015365514,0.0234,1.017641141,0,0.8761,54.87885761,0.024351357,0,0.815968866,2823.2722,0.1632,0.5831,3.184951076,65.18383984,-28.7898,18.1364,-1.73705085,15.85559317,61.86960119,26.7462068,0.958692339,标准无保留意见,100,地方政府,0,0,283.7,257990,连云港市,50,520.4589649,6581.813731,10656.93159,23434.0418,350.3572226,113.7310938
012282924.IB,北京首钢股份有限公司,0,2022/8/22,0,地方国有企业,1,钢铁,134034.4861,11.5316,6.2122,19.8181,8.2458,100.6017358,7.0009,14.5217282,98.9216,58.35,11.22,214.4711828,66.5948,31.76271207,24.9872,80.14,0.4682,0.3167,0.217848484,34.80845757,6.371775553,0.1985,0.29488369,0.3693,12.45810853,5.3916,0,14.49211047,0.381531289,8.759575086,0.237975993,38.322,10.5401,86.3986,4.491178505,1986.31622,254.8125,67.6454,44.43583855,-7.107373667,542.694842,63.44837464,1.170685619,标准无保留意见,50.45000076,地方国资委,0,0,365.06,0,北京市,78.1986917,510.1579961,25278.37332,11692.71,2500,308.5018813,104.5129363
012282931.IB,国家能源集团资本控股有限公司,0,2022/8/22,0,中央国有企业,0,其他多元金融服务,960.4196521,99.9462,50.8272,2.6091,1.5487,97.32430989,0.7261,76.4638394,97.3243,0,-706.19,-1971.049238,57.2967,50.54815643,18.3769,44.1025,0.7272,0.7272,0.724685632,-51.57014614,-303.478623,0.0244,-0.271706618,-0.4011,-14.26348158,60.4245,0,39.25027248,0.029419627,62.55842868,0.612387538,10.2313,0,35.1861,0.019993642,11.56024338,-54.3509,-49.4091,61.67699303,75.27045714,-173.3055369,-11.659265,0.499458114,标准无保留意见,100,国资委,0,0,551,335200,北京市,113.45,249.6203395,13151.69791,6286.622461,5523.713582,301.4163741,0
012282934.IB,无锡灵山文化旅游集团有限公司,0,2022/8/22,0,地方国有企业,0,酒店、度假村与豪华游轮,1669.059906,32.8696,0.3014,-0.8566,2.1775,123.6345328,-0.2734,45.1011997,-869.9491,91.07,34.75,-2096.278529,66.3594,48.68501256,24.0291,67.1752,0.539,0.5234,0.126164768,26.71510694,2.055739268,0.0772,0.11205955,0.1323,-12.99839345,1.1529,0,31.44220103,0.145434074,2.906961246,0.364108793,106.0814,11.4042,4.8313,1.173750904,250.4203851,-18.7474,37.2787,9.275889301,17.44332582,102.5964761,6.419635091,0.255624851,标准无保留意见,51,地方国资委,0,0,21.818,0,无锡市,26.4784,51.75994992,1661.429161,1538.963656,1526.677258,35.41844894,3.291994406
012282927.IB,泉州文化旅游发展集团有限公司,0,2022/8/22,0,地方国有企业,0,酒店、度假村与豪华游轮,3016.634186,8.0912,16.8187,9.7994,4.9509,96.0377869,5.0497,19.83480459,-9.9366,99.16,0.02,0.133995415,46.7106,35.94037102,25.0887,47.5776,1.1289,0.7575,0.608397887,0.069106768,0.007265295,0.1023,0.000203088,0.0004,-9.630438094,11.5393,8.547,44.90928282,0.179457219,12.28297429,1.664530667,146.6299,2.8303,18.5234,14.09343955,255.5917091,59.479,56.4978,12.72616563,40.78460251,5580.129415,114.4975022,1.264211434,标准无保留意见,97.29000092,地方国资委,0,0,43.27762,0,泉州市,10,33.34184609,745.5438789,438.828,1998.81331,35.027,1.509994205
012282930.IB,广东南海控股集团有限公司,0,2022/8/22,0,地方国有企业,0,复合型公用事业,14008.65876,22.0985,10.895,8.8239,6.4575,99.36138882,2.2874,23.87477644,74.9089,80.23,5.82,122.3632541,58.832,63.3823579,22.925,39.2494,0.9928,0.8549,0.393360941,38.00312149,1.55376631,0.1483,0.061026433,0.0824,-7.81421187,5.0337,0,49.30229576,0.250176556,7.295141493,1.617547302,89.5432,6.6868,10.0824,3.457276312,420.1004972,1.3474,49.8593,9.955440154,15.48986721,23.16091382,6.68736063,1.111971734,标准无保留意见,90,地方国资委,0,0,351.81658,59038.26,佛山市,22.715,133.6870252,856.1904631,8920.583145,2189.370228,113.8933827,12.70419446
012200172.IB,开封市文化旅游投资集团有限公司,0,2022/8/22,0,地方国有企业,0,酒店、度假村与豪华游轮,2384.015061,22.7652,8.4548,3.1478,1.8485,97.91444289,1.3712,18.71228615,83.4278,88.98,0.04,0.428892694,55.3852,42.7381341,54.1445,42.6029,2.2947,0.7648,0.14476771,0.029954963,0.008826666,0.0356,0.000161945,0.0002,-15.94173332,3.7427,1.0406,56.9924976,0.07747048,4.813128362,0.222618143,1651.7242,0.2382,2.5643,13.81818079,379.7485371,165.5477,37.8729,103.3426424,16.05644267,-216.5965575,-35.60831254,1.027732793,带强调事项段的无保留意见,100,地方政府,0,0,40.540988,162106.9,开封市,5,57.58370428,1451.275,2041.163672,647.1416667,26.33473672,16.0586316
102281873.IB,中国广电山东网络有限公司,0,2022/8/22,0,地方国有企业,0,有线和卫星电视,4214.120565,21.6211,0.2358,0.151,0.8535,103.6461429,0.0984,29.8559687,-3054.1489,101.1,31.48,12354.88127,57.3908,20.84032376,32.0003,80.4676,0.6929,0.6375,0.355915968,47.13449431,7.758468422,0.1311,0.350532143,1.2309,4.289579598,1.0793,0,18.54863129,0.332426564,9.543838486,0.961731373,152.0381,8.2511,3.3208,1.907693535,170.9483895,104.4192,0.0098,0.259450101,1.409884612,-5.50938796,-5.236649939,0.553458667,标准无保留意见,51,中央国有企业,0,0,119.12,0,济南市,46.55388032,37.84795355,1938,229,1521.28,22.5245,0.217119392
012282923.IB,浙江龙盛集团股份有限公司,0,2022/8/22,0,民营企业,1,特种化工,16659.81962,33.7892,22.6595,11.6163,7.457,99.51679743,6.5691,33.00698006,71.1268,111.5,28.1,138.7406485,49.8564,24.1127112,66.9531,70.5577,1.9033,0.6819,0.372797461,39.05071677,13.16644923,0.1678,0.254353832,0.4062,5.809410323,18.1125,0.462,26.24922062,0.298792704,21.8884373,0.573407046,900.3125,0.4236,7.1352,6.117035283,263.4687721,-21.2713,6.7565,9.513463328,24.90671397,-85.12075615,3.623953594,2.173206444,标准无保留意见,11.97999954,个人,0,0,168.623533,0,绍兴市,32.5333186,184.0374032,8338.081953,2601.58,6000,194.5665335,8.185492007
032280740.IB,宁海科创集团有限公司,0,2022/8/22,0,地方国有企业,0,建筑与工程,975.8030466,18.7135,17.0517,0.8878,0.7809,101.1883293,0.466,22.06448735,49.6661,161.5,0.74,6.388448277,36.5045,29.50657519,85.7727,44.7226,5.2538,1.0003,0.143425821,0.21567559,2.694555374,0.0223,0.000968378,0.0011,-1.217948861,0,0.2906,52.69813778,0.028940343,0,0.185020117,8821.0546,0.0448,0.4584,24.85608609,314.0720451,72.0343,16.4252,0.355630206,5.585466715,110.9381865,-32.42903204,1.956940229,标准无保留意见,100,地方国资委,0,0,8.43,302900,宁波市,20,74.39647169,1404.665,1728.13,2883.804419,16.78365,14.2304775
012282922.IB,成都文化旅游发展集团有限责任公司,0,2022/8/22,0,地方国有企业,0,酒店、度假村与豪华游轮,1142.113384,38.2398,-9.3197,-0.8474,1.5457,-22.66790935,-0.2179,50.34940661,-1136.3912,127.63,19.1,-440.2950057,64.0665,68.60478938,40.242,28.3016,2.2194,1.3067,0.480408925,6.632731901,0.485039793,0.0315,0.017467269,0.0216,-5.196020103,1.0927,2.0775,66.66421663,0.046041851,1.44341411,0.728220722,2672.61,0.1562,0.9786,2.679630894,35.02477566,94.3982,21.6927,5.17183723,7.149923095,15.81198359,-43.98272744,0.675425596,标准无保留意见,100,地方国资委,0,0,114.79,114000,成都市,31.35,124.896654,1365.745814,6014.7658,3000,55.728416,19.23401882
112285654.IB,贵州清镇农村商业银行股份有限公司,0,2022/8/22,0,公众企业,0,区域性银行,398.9119105,0,27.5754,14.6272,0,111.7150733,0,0,110.1448,0,514.36,1865.297335,93.7409,0,0,0,0,0,0,0,0,0,0.175142513,0,0.299968629,0,0,0.823912363,0,0,0,0,0,0,0,46.34438003,11.7284,-9.1544,18.43937125,13.03861778,92.59953041,0,0,标准无保留意见,7.070000172,0,0,0,0,0,贵阳市,1.5,117.1535007,0,0,100,0,0
112285683.IB,法国巴黎银行(中国)有限公司,0,2022/8/22,0,外商独资企业,0,多元化银行,1104.35218,0,20.2193,2.159,0,99.20892682,0,0,-140.4569,0,353.63,1748.988471,83.7985,0,0,0,0,0,0,0,0,0,0.092227163,0,10.1971442,0,0,5.842116141,0,0,0,0,0,0,0,13.97692847,-53.5519,-0.9227,2.159105755,-13.00174415,835.114546,0,0,标准无保留意见,100,0,0,0,0,0,上海市,87.11347906,423.4501777,0,0,3158.509176,0,0
5430.HK,天津临港投资控股有限公司,0,2022/8/22,0,地方国有企业,0,综合支持服务,6663.600385,18.0293,4.914,1.1992,1.8015,-100.2111874,0,30.05496742,-116.7864,83.48,78.67,1810.893708,71.523,63.01934793,73.7556,42.3474,2.4351,0.9628,0.123912051,66.24889707,3.971861506,0.0275,0.114009758,0.1226,8.8105038,1.3769,0.9486,55.61498547,0.043553421,1.536336694,0.40840637,4038.1617,0.1187,0.3581,2.293062252,0,19.1335,11.828,4.295738277,4.908924108,-117.8726667,-6.623163465,0,标准无保留意见,90.91999817,地方国资委,0,0,21.681578,432958,天津市,187.11794,459.8359613,1580.491494,33604.35546,4941.782671,72.268176,58.5696651
032280742.IB,金堂县国有资产投资经营有限责任公司,0,2022/8/22,0,地方国有企业,0,综合支持服务,1974.777123,14.1834,14.2329,0.9949,0.7341,88.98577263,0.6168,18.53769288,57.6699,94.79,44.81,406.8317269,40.7448,20.47139826,88.6114,68.3461,3.182,0.8986,0.021906964,19.94822548,34.99066872,0.0202,0.09999864,0.1032,-0.264183624,14.2247,0.2123,30.13583449,0.041366166,15.87491819,0.061307574,6813.0504,0.0599,0.4483,28.97342467,780.4994413,-2.2968,2.3761,4.429313315,-6.262100818,105.3398286,11.44233976,1.731526157,标准无保留意见,100,地方国资委,0,0,0,709700,成都市,12,88.49698953,322.25,1794.29,2690.811426,42.8913,40.42347528
180457.SH,中国建筑第七工程局有限公司,0,2022/8/19,0,中央国有企业,0,建筑与工程,119087.5498,8.1849,1.5437,7.8818,2.3905,99.67892503,2.9381,2.638195206,113.1003,99.21,-9.09,-846.4253694,79.5609,15.64317358,72.9048,96.7532,0.9471,0.769,0.151393904,-60.54620825,-15.23071742,0.0341,-0.544778704,-1.3356,-12.80764791,4.9108,0,2.658267686,0.158052177,7.306730138,0.658048235,126.1165,4.6082,7.5008,3.393807725,1043.892362,-19.2247,13.8078,-1.621502424,37.51551592,29.74301929,-11.23328816,1.2503904,标准无保留意见,100,中央国有企业,0,0,802.079282,43124,郑州市,60,198.7800545,16396.30896,2364.472785,0,423.4511615,9.698123991
184519.SH,朔州市投资建设开发有限公司,0,2022/8/19,0,地方国有企业,0,建筑与工程,432.7233672,5.0276,28.0248,1.3775,1.2387,-23.76818831,1.0631,33.44162777,-76.5925,23.51,46.94,167.5175946,24.9657,17.37876118,79.6889,36.7819,8.678,3.264,0.766680402,29.80904575,5.821546556,0.0487,0.081796517,0.1234,-14.17765701,8.0834,0.2239,63.21809697,0.05826988,8.12069314,1.228528249,6852.7516,0.0755,0.1727,0,37.55373729,-213.6603,-5.4318,2.751901307,10.64948971,3.644533379,-42.94574406,2.946838938,标准无保留意见,100,地方国资委,0,0,9.948,75772,朔州市,10.6,24.83439776,500.21,376.25,1425.729776,5.0024,1.8125
182417.SH,成都交子公园金融商务区投资开发有限责任公司,0,2022/8/19,0,地方国有企业,0,建筑与工程,132.7712263,19.6579,41.4801,0.6456,0.2209,100.5376216,0.38,35.8128115,6.8474,61.14,348.3,839.6740546,53.6606,48.96095093,21.4874,17.1597,2.3336,1.7492,1.650220089,30.96921141,344.7818569,0.0044,0.089105751,0.2162,-5.996920523,0,3.6201,79.73479243,0.009162078,0,2.043373487,4983.8385,0.073,6.8792,0.247240811,7.456751496,-33.5839,22.9012,19.98096473,28.34459456,186.1041054,498.4009965,0.710274691,标准无保留意见,27,地方国资委,0,0,28.39775,0,成都市,100,51.89773522,0,2778.15,918.4028429,19.68,14.9322068
